Seconds,Battery Voltage (V),ON/OFF
Switchoff Voltage = 980mV
15545,5.28,1
15550,5.3,1
15555,5.28,1
15560,5.31,1
15565,5.28,1
15570,5.29,1
15575,5.3,1
15580,5.3,1
15585,5.29,1
15590,5.31,1
15595,5.28,1
15600,5.31,1
15605,5.29,1
15610,5.28,1
15615,5.3,1
15620,5.28,1
15625,5.29,1
15630,5.29,1
15635,5.3,1
15640,5.29,1
15645,5.31,1
15650,5.28,1
15655,5.3,1
15660,5.29,1
15665,5.29,1
15670,5.26,1
15675,5.29,1
15680,5.28,1
15685,5.3,1
15690,5.29,1
15695,5.28,1
15700,5.28,1
15705,5.28,1
15710,5.29,1
15715,5.3,1
15720,5.28,1
15725,5.28,1
15730,5.29,1
15735,5.3,1
15740,5.28,1
15745,5.29,1
15750,5.28,1
15755,5.28,1
15760,5.28,1
15765,5.28,1
15770,5.26,1
15775,5.29,1
15780,5.29,1
15785,5.29,1
15790,5.27,1
15795,5.3,1
15800,5.28,1
15805,5.28,1
15810,5.29,1
15815,5.29,1
15820,5.28,1
15825,5.28,1
15830,5.29,1
15835,5.28,1
15840,5.29,1
15845,5.29,1
15850,5.28,1
15855,5.28,1
15860,5.27,1
15865,5.29,1
15870,5.28,1
15875,5.3,1
15880,5.28,1
15885,5.29,1
15890,5.29,1
15895,5.28,1
15900,5.28,1
15905,5.26,1
15910,5.26,1
15915,5.29,1
15920,5.27,1
15925,5.27,1
15930,5.29,1
15935,5.28,1
15940,5.28,1
15945,5.28,1
15950,5.27,1
15955,5.28,1
15960,5.28,1
15965,5.3,1
15970,5.29,1
15975,5.27,1
15980,5.28,1
15985,5.26,1
15990,5.29,1
15995,5.28,1
16000,5.29,1
16005,5.28,1
16010,5.27,1
16015,5.29,1
16020,5.29,1
16025,5.28,1
16030,5.27,1
16035,5.28,1
16040,5.28,1
16045,5.28,1
16050,5.28,1
16055,5.26,1
16060,5.28,1
16065,5.28,1
16070,5.24,1
16075,5.28,1
16080,5.26,1
16085,5.27,1
16090,5.25,1
16095,5.27,1
16100,5.27,1
16105,5.28,1
16110,5.27,1
16115,5.26,1
16120,5.27,1
16125,5.28,1
16130,5.25,1
16135,5.26,1
16140,5.27,1
16145,5.27,1
16150,5.27,1
16155,5.28,1
16160,5.27,1
16165,5.26,1
16170,5.28,1
16175,5.27,1
16180,5.26,1
16185,5.26,1
16190,5.26,1
16195,5.27,1
16200,5.26,1
16205,5.26,1
16210,5.26,1
16215,5.26,1
16220,5.25,1
16225,5.27,1
16230,5.26,1
16235,5.25,1
16240,5.26,1
16245,5.26,1
16250,5.26,1
16255,5.29,1
16260,5.29,1
16265,5.27,1
16270,5.28,1
16275,5.29,1
16280,5.27,1
16285,5.27,1
16290,5.28,1
16295,5.26,1
16300,5.26,1
16305,5.26,1
16310,5.25,1
16315,5.26,1
16320,5.27,1
16325,5.26,1
16330,5.26,1
16335,5.25,1
16340,5.25,1
16345,5.26,1
16350,5.25,1
16355,5.25,1
16360,5.27,1
16365,5.26,1
16370,5.25,1
16375,5.26,1
16380,5.24,1
16385,5.26,1
16390,5.25,1
16395,5.25,1
16400,5.26,1
16405,5.26,1
16410,5.26,1
16415,5.27,1
16420,5.26,1
16425,5.26,1
16430,5.26,1
16435,5.24,1
16440,5.24,1
16445,5.25,1
16450,5.26,1
16455,5.25,1
16460,5.24,1
16465,5.26,1
16470,5.26,1
16475,5.25,1
16480,5.26,1
16485,5.25,1
16490,5.25,1
16495,5.24,1
16500,5.25,1
16505,5.26,1
16510,5.25,1
16515,5.26,1
16520,5.24,1
16525,5.26,1
16530,5.26,1
16535,5.25,1
16540,5.24,1
16545,5.25,1
16550,5.26,1
16555,5.25,1
16560,5.24,1
16565,5.25,1
16570,5.25,1
16575,5.24,1
16580,5.25,1
16585,5.23,1
16590,5.25,1
16595,5.25,1
16600,5.24,1
16605,5.24,1
16610,5.25,1
16615,5.24,1
16620,5.24,1
16625,5.23,1
16630,5.25,1
16635,5.22,1
16640,5.23,1
16645,5.25,1
16650,5.25,1
16655,5.23,1
16660,5.25,1
16665,5.25,1
16670,5.24,1
16675,5.23,1
16680,5.25,1
16685,5.24,1
16690,5.24,1
16695,5.26,1
16700,5.25,1
16705,5.23,1
16710,5.24,1
16715,5.23,1
16720,5.25,1
16725,5.25,1
16730,5.25,1
16735,5.23,1
16740,5.23,1
16745,5.24,1
16750,5.22,1
16755,5.24,1
16760,5.22,1
16765,5.21,1
16770,5.23,1
16775,5.26,1
16780,5.23,1
16785,5.23,1
16790,5.26,1
16795,5.23,1
16800,5.23,1
16805,5.22,1
16810,5.23,1
16815,5.22,1
16820,5.22,1
16825,5.23,1
16830,5.22,1
16835,5.26,1
16840,5.23,1
16845,5.21,1
16850,5.23,1
16855,5.23,1
16860,5.24,1
16865,5.2,1
16870,5.23,1
16875,5.26,1
16880,5.22,1
16885,5.22,1
16890,5.23,1
16895,5.25,1
16900,5.23,1
16905,5.22,1
16910,5.23,1
16915,5.23,1
16920,5.23,1
16925,5.22,1
16930,5.22,1
16935,5.23,1
16940,5.22,1
16945,5.23,1
16950,5.22,1
16955,5.22,1
16960,5.21,1
16965,5.22,1
16970,5.22,1
16975,5.2,1
16980,5.22,1
16985,5.22,1
16990,5.24,1
16995,5.22,1
17000,5.21,1
17005,5.23,1
17010,5.22,1
17015,5.22,1
17020,5.22,1
17025,5.22,1
17030,5.22,1
17035,5.26,1
17040,5.23,1
17045,5.22,1
17050,5.2,1
17055,5.23,1
17060,5.24,1
17065,5.22,1
17070,5.23,1
17075,5.21,1
17080,5.22,1
17085,5.23,1
17090,5.22,1
17095,5.22,1
17100,5.22,1
17105,5.21,1
17110,5.21,1
17115,5.22,1
17120,5.22,1
17125,5.21,1
17130,5.21,1
17135,5.21,1
17140,5.21,1
17145,5.21,1
17150,5.22,1
17155,5.21,1
17160,5.22,1
17165,5.23,1
17170,5.23,1
17175,5.22,1
17180,5.21,1
17185,5.22,1
17190,5.22,1
17195,5.22,1
17200,5.22,1
17205,5.22,1
17210,5.21,1
17215,5.21,1
17220,5.22,1
17225,5.21,1
17230,5.23,1
17235,5.21,1
17240,5.21,1
17245,5.21,1
17250,5.23,1
17255,5.2,1
17260,5.21,1
17265,5.22,1
17270,5.19,1
17275,5.2,1
17280,5.19,1
17285,5.2,1
17290,5.2,1
17295,5.22,1
17300,5.21,1
17305,5.19,1
17310,5.2,1
17315,5.22,1
17320,5.2,1
17325,5.19,1
17330,5.19,1
17335,5.22,1
17340,5.2,1
17345,5.19,1
17350,5.19,1
17355,5.22,1
17360,5.2,1
17365,5.22,1
17370,5.2,1
17375,5.19,1
17380,5.2,1
17385,5.18,1
17390,5.2,1
17395,5.19,1
17400,5.19,1
17405,5.19,1
17410,5.2,1
17415,5.18,1
17420,5.19,1
17425,5.2,1
17430,5.2,1
17435,5.19,1
17440,5.18,1
17445,5.2,1
17450,5.19,1
17455,5.19,1
17460,5.19,1
17465,5.18,1
17470,5.19,1
17475,5.17,1
17480,5.17,1
17485,5.19,1
17490,5.18,1
17495,5.19,1
17500,5.18,1
17505,5.2,1
17510,5.17,1
17515,5.2,1
17520,5.19,1
17525,5.17,1
17530,5.19,1
17535,5.19,1
17540,5.18,1
17545,5.18,1
17550,5.18,1
17555,5.19,1
17560,5.19,1
17565,5.17,1
17570,5.18,1
17575,5.19,1
17580,5.18,1
17585,5.18,1
17590,5.18,1
17595,5.18,1
17600,5.17,1
17605,5.19,1
17610,5.19,1
17615,5.19,1
17620,5.17,1
17625,5.18,1
17630,5.19,1
17635,5.18,1
17640,5.17,1
17645,5.17,1
17650,5.18,1
17655,5.18,1
17660,5.18,1
17665,5.17,1
17670,5.19,1
17675,5.17,1
17680,5.17,1
17685,5.17,1
17690,5.19,1
17695,5.16,1
17700,5.16,1
17705,5.2,1
17710,5.17,1
17715,5.17,1
17720,5.17,1
17725,5.16,1
17730,5.17,1
17735,5.17,1
17740,5.17,1
17745,5.18,1
17750,5.17,1
17755,5.19,1
17760,5.16,1
17765,5.16,1
17770,5.17,1
17775,5.17,1
17780,5.17,1
17785,5.16,1
17790,5.17,1
17795,5.16,1
17800,5.15,1
17805,5.18,1
17810,5.17,1
17815,5.16,1
17820,5.17,1
17825,5.16,1
17830,5.16,1
17835,5.15,1
17840,5.15,1
17845,5.16,1
17850,5.15,1
17855,5.16,1
17860,5.16,1
17865,5.16,1
17870,5.15,1
17875,5.15,1
17880,5.17,1
17885,5.16,1
17890,5.16,1
17895,5.16,1
17900,5.15,1
17905,5.13,1
17910,5.17,1
17915,5.15,1
17920,5.16,1
17925,5.15,1
17930,5.16,1
17935,5.16,1
17940,5.16,1
17945,5.16,1
17950,5.15,1
17955,5.14,1
17960,5.15,1
17965,5.15,1
17970,5.15,1
17975,5.15,1
17980,5.13,1
17985,5.15,1
17990,5.15,1
17995,5.16,1
18000,5.15,1
18005,5.15,1
18010,5.13,1
18015,5.16,1
18020,5.15,1
18025,5.14,1
18030,5.17,1
18035,5.13,1
18040,5.15,1
18045,5.15,1
18050,5.17,1
18055,5.13,1
18060,5.15,1
18065,5.15,1
18070,5.13,1
18075,5.14,1
18080,5.15,1
18085,5.13,1
18090,5.15,1
18095,5.16,1
18100,5.14,1
18105,5.15,1
18110,5.13,1
18115,5.13,1
18120,5.13,1
18125,5.14,1
18130,5.14,1
18135,5.14,1
18140,5.14,1
18145,5.14,1
18150,5.13,1
18155,5.14,1
18160,5.14,1
18165,5.14,1
18170,5.13,1
18175,5.15,1
18180,5.13,1
18185,5.12,1
18190,5.13,1
18195,5.14,1
18200,5.15,1
18205,5.14,1
18210,5.12,1
18215,5.14,1
18220,5.14,1
18225,5.14,1
18230,5.11,1
18235,5.13,1
18240,5.13,1
18245,5.12,1
18250,5.12,1
18255,5.12,1
18260,5.12,1
18265,5.13,1
18270,5.1,1
18275,5.13,1
18280,5.15,1
18285,5.14,1
18290,5.12,1
18295,5.15,1
18300,5.12,1
18305,5.12,1
18310,5.12,1
18315,5.11,1
18320,5.13,1
18325,5.13,1
18330,5.12,1
18335,5.12,1
18340,5.12,1
18345,5.12,1
18350,5.12,1
18355,5.13,1
18360,5.13,1
18365,5.12,1
18370,5.12,1
18375,5.11,1
18380,5.11,1
18385,5.11,1
18390,5.13,1
18395,5.12,1
18400,5.13,1
18405,5.12,1
18410,5.12,1
18415,5.1,1
18420,5.12,1
18425,5.13,1
18430,5.11,1
18435,5.1,1
18440,5.1,1
18445,5.1,1
18450,5.11,1
18455,5.11,1
18460,5.1,1
18465,5.12,1
18470,5.1,1
18475,5.1,1
18480,5.1,1
18485,5.1,1
18490,5.1,1
18495,5.13,1
18500,5.1,1
18505,5.11,1
18510,5.09,1
18515,5.1,1
18520,5.13,1
18525,5.13,1
18530,5.09,1
18535,5.1,1
18540,5.12,1
18545,5.12,1
18550,5.1,1
18555,5.13,1
18560,5.1,1
18565,5.1,1
18570,5.11,1
18575,5.09,1
18580,5.09,1
18585,5.1,1
18590,5.11,1
18595,5.08,1
18600,5.1,1
18605,5.1,1
18610,5.09,1
18615,5.09,1
18620,5.12,1
18625,5.09,1
18630,5.08,1
18635,5.09,1
18640,5.08,1
18645,5.09,1
18650,5.08,1
18655,5.1,1
18660,5.08,1
18665,5.09,1
18670,5.1,1
18675,5.07,1
18680,5.09,1
18685,5.09,1
18690,5.09,1
18695,5.07,1
18700,5.08,1
18705,5.08,1
18710,5.07,1
18715,5.08,1
18720,5.08,1
18725,5.11,1
18730,5.08,1
18735,5.08,1
18740,5.06,1
18745,5.07,1
18750,5.07,1
18755,5.08,1
18760,5.06,1
18765,5.1,1
18770,5.1,1
18775,5.08,1
18780,5.08,1
18785,5.09,1
18790,5.07,1
18795,5.07,1
18800,5.06,1
18805,5.07,1
18810,5.09,1
18815,5.08,1
18820,5.08,1
18825,5.04,1
18830,5.06,1
18835,5.07,1
18840,5.07,1
18845,5.06,1
18850,5.07,1
18855,5.06,1
18860,5.06,1
18865,5.07,1
18870,5.06,1
18875,5.08,1
18880,5.06,1
18885,5.06,1
18890,5.06,1
18895,5.07,1
18900,5.07,1
18905,5.07,1
18910,5.06,1
18915,5.06,1
18920,5.06,1
18925,5.06,1
18930,5.05,1
18935,5.07,1
18940,5.07,1
18945,5.06,1
18950,5.06,1
18955,5.04,1
18960,5.07,1
18965,5.05,1
18970,5.06,1
18975,5.05,1
18980,5.06,1
18985,5.06,1
18990,5.06,1
18995,5.05,1
19000,5.06,1
19005,5.06,1
19010,5.06,1
19015,5.01,1
19020,5.06,1
19025,5.04,1
19030,5.04,1
19035,5.05,1
19040,5.03,1
19045,5.04,1
19050,5.06,1
19055,5.05,1
19060,5.04,1
19065,5.03,1
19070,5.04,1
19075,5.04,1
19080,5.04,1
19085,5.03,1
19090,5.05,1
19095,5.04,1
19100,5.04,1
19105,5.03,1
19110,5.03,1
19115,5.01,1
19120,5.03,1
19125,5.03,1
19130,5.04,1
19135,5.03,1
19140,5.03,1
19145,5.02,1
19150,5.02,1
19155,5.03,1
19160,5.02,1
19165,5.04,1
19170,5.04,1
19175,5.01,1
19180,5.03,1
19185,5.02,1
19190,5.02,1
19195,5.03,1
19200,5.02,1
19205,5.02,1
19210,5.02,1
19215,5.01,1
19220,5.02,1
19225,5.01,1
19230,5.02,1
19235,5.01,1
19240,5.02,1
19245,5.02,1
19250,5.01,1
19255,5.02,1
19260,5.02,1
19265,5,1
19270,5.01,1
19275,5.01,1
19280,5.01,1
19285,5.03,1
19290,5,1
19295,5,1
19300,5.01,1
19305,5.01,1
19310,5.02,1
19315,5,1
19320,5,1
19325,5.01,1
19330,5.01,1
19335,5.01,1
19340,5.02,1
19345,5,1
19350,5,1
19355,5,1
19360,5.01,1
19365,5.01,1
19370,5,1
19375,5,1
19380,5,1
19385,4.99,1
19390,4.99,1
19395,4.99,1
19400,4.99,1
19405,4.97,1
19410,4.99,1
19415,4.99,1
19420,4.99,1
19425,5,1
19430,5.01,1
19435,5.01,1
19440,5.01,1
19445,4.99,1
19450,4.98,1
19455,4.98,1
19460,4.97,1
19465,4.97,1
19470,4.96,1
19475,4.98,1
19480,4.96,1
19485,4.96,1
19490,4.98,1
19495,4.99,1
19500,4.97,1
19505,4.97,1
19510,4.97,1
19515,4.97,1
19520,5,1
19525,4.98,1
19530,4.98,1
19535,4.96,1
19540,4.96,1
19545,4.96,1
19550,4.96,1
19555,4.97,1
19560,4.97,1
19565,4.96,1
19570,4.96,1
19575,4.96,1
19580,4.98,1
19585,4.96,1
19590,4.95,1
19595,4.96,1
19600,4.95,1
19605,4.96,1
19610,4.95,1
19615,4.96,1
19620,4.96,1
19625,4.96,1
19630,4.94,1
19635,4.94,1
19640,4.94,1
19645,4.94,1
19650,4.94,1
19655,4.94,1
19660,4.94,1
19665,4.95,1
19670,4.94,1
19675,4.91,1
19680,4.96,1
19685,4.94,1
19690,4.93,1
19695,4.91,1
19700,4.94,1
19705,4.91,1
19710,4.92,1
19715,4.92,1
19720,4.92,1
19725,4.93,1
19730,4.91,1
19735,4.92,1
19740,4.92,1
19745,4.93,1
19750,4.93,1
19755,4.91,1
19760,4.91,1
19765,4.94,1
19770,4.91,1
19775,4.91,1
19780,4.91,1
19785,4.9,1
19790,4.91,1
19795,4.9,1
19800,4.92,1
19805,4.91,1
19810,4.91,1
19815,4.91,1
19820,4.91,1
19825,4.9,1
19830,4.89,1
19835,4.88,1
19840,4.89,1
19845,4.9,1
19850,4.88,1
19855,4.92,1
19860,4.89,1
19865,4.88,1
19870,4.88,1
19875,4.88,1
19880,4.88,1
19885,4.9,1
19890,4.89,1
19895,4.9,1
19900,4.87,1
19905,4.87,1
19910,4.87,1
19915,4.87,1
19920,4.89,1
19925,4.87,1
19930,4.88,1
19935,4.87,1
19940,4.87,1
19945,4.86,1
19950,4.86,1
19955,4.87,1
19960,4.85,1
19965,4.87,1
19970,4.86,1
19975,4.86,1
19980,4.87,1
19985,4.84,1
19990,4.85,1
19995,4.85,1
20000,4.85,1
20005,4.84,1
20010,4.84,1
20015,4.84,1
20020,4.87,1
20025,4.84,1
20030,4.84,1
20035,4.85,1
20040,4.84,1
20045,4.83,1
20050,4.84,1
20055,4.84,1
20060,4.84,1
20065,4.83,1
20070,4.85,1
20075,4.81,1
20080,4.81,1
20085,4.81,1
20090,4.81,1
20095,4.83,1
20100,4.81,1
20105,4.82,1
20110,4.81,1
20115,4.81,1
20120,4.81,1
20125,4.8,1
20130,4.81,1
20135,4.78,1
20140,4.81,1
20145,4.8,1
20150,4.78,1
20155,4.78,1
20160,4.77,1
20165,4.77,1
20170,4.78,1
20175,4.8,1
20180,4.78,1
20185,4.79,1
20190,4.76,1
20195,4.78,1
20200,4.77,1
20205,4.78,1
20210,4.78,1
20215,4.78,1
20220,4.77,1
20225,4.78,1
20230,4.75,1
20235,4.77,1
20240,4.75,1
20245,4.76,1
20250,4.75,1
20255,4.73,1
20260,4.74,1
20265,4.75,1
20270,4.73,1
20275,4.75,1
20280,4.74,1
20285,4.74,1
20290,4.75,1
20295,4.73,1
20300,4.73,1
20305,4.73,1
20310,4.72,1
20315,4.74,1
20320,4.72,1
20325,4.73,1
20330,4.71,1
20335,4.71,1
20340,4.7,1
20345,4.71,1
20350,4.71,1
20355,4.71,1
20360,4.69,1
20365,4.69,1
20370,4.69,1
20375,4.7,1
20380,4.69,1
20385,4.69,1
20390,4.69,1
20395,4.68,1
20400,4.68,1
20405,4.68,1
20410,4.67,1
20415,4.68,1
20420,4.65,1
20425,4.65,1
20430,4.65,1
20435,4.68,1
20440,4.66,1
20445,4.67,1
20450,4.67,1
20455,4.65,1
20460,4.65,1
20465,4.64,1
20470,4.65,1
20475,4.62,1
20480,4.63,1
20485,4.62,1
20490,4.63,1
20495,4.62,1
20500,4.63,1
20505,4.62,1
20510,4.64,1
20515,4.63,1
20520,4.61,1
20525,4.62,1
20530,4.59,1
20535,4.62,1
20540,4.59,1
20545,4.6,1
20550,4.6,1
20555,4.6,1
20560,4.58,1
20565,4.59,1
20570,4.58,1
20575,4.58,1
20580,4.59,1
20585,4.58,1
20590,4.56,1
20595,4.58,1
20600,4.58,1
20605,4.56,1
20610,4.55,1
20615,4.56,1
20620,4.56,1
20625,4.55,1
20630,4.55,1
20635,4.54,1
20640,4.54,1
20645,4.53,1
20650,4.54,1
20655,4.53,1
20660,4.56,1
20665,4.53,1
20670,4.54,1
20675,4.54,1
20680,4.54,1
20685,4.51,1
20690,4.53,1
20695,4.53,1
20700,4.51,1
20705,4.51,1
20710,4.53,1
20715,4.49,1
20720,4.48,1
20725,4.51,1
20730,4.49,1
20735,4.48,1
20740,4.44,1
20745,4.47,1
20750,4.49,1
20755,4.46,1
20760,4.47,1
20765,4.45,1
20770,4.47,1
20775,4.46,1
20780,4.46,1
20785,4.44,1
20790,4.42,1
20795,4.45,1
20800,4.47,1
20805,4.45,1
20810,4.46,1
20815,4.43,1
20820,4.44,1
20825,4.43,1
20830,4.43,1
20835,4.43,1
20840,4.42,1
20845,4.4,1
20850,4.41,1
20855,4.39,1
20860,4.4,1
20865,4.39,1
20870,4.4,1
20875,4.39,1
20880,4.4,1
20885,4.39,1
20890,4.4,1
20895,4.4,1
20900,4.39,1
20905,4.39,1
20910,4.39,1
20915,4.38,1
20920,4.38,1
20925,4.39,1
20930,4.37,1
20935,4.38,1
20940,4.36,1
20945,4.37,1
20950,4.35,1
20955,4.35,1
20960,4.37,1
20965,4.35,1
20970,4.34,1
20975,4.37,1
20980,4.35,1
20985,4.35,1
20990,4.34,1
20995,4.33,1
21000,4.34,1
21005,4.33,1
21010,4.33,1
21015,4.32,1
21020,4.32,1
21025,4.3,1
21030,4.31,1
21035,4.33,1
21040,4.3,1
21045,4.29,1
21050,4.32,1
21055,4.3,1
21060,4.28,1
21065,4.29,1
21070,4.26,1
21075,4.23,1
21080,4.24,1
21085,4.25,1
21090,4.25,1
21095,4.26,1
21100,4.26,1
21105,4.25,1
21110,4.26,1
21115,4.24,1
21120,4.24,1
21125,4.24,1
21130,4.24,1
21135,4.24,1
21140,4.25,1
21145,4.23,1
21150,4.22,1
21155,4.2,1
21160,4.18,1
21165,4.19,1
21170,4.19,1
21175,4.2,1
21180,4.18,1
21185,4.19,1
21190,4.18,1
21195,4.19,1
21200,4.17,1
21205,4.18,1
21210,4.19,1
21215,4.16,1
21220,4.18,1
21225,4.17,1
21230,4.16,1
21235,4.16,1
21240,4.14,1
21245,4.15,1
21250,4.17,1
21255,4.14,1
21260,4.11,1
21265,4.13,1
21270,4.14,1
21275,4.12,1
21280,4.12,1
21285,4.13,1
21290,4.12,1
21295,4.11,1
21300,4.13,1
21305,4.09,1
21310,4.1,1
21315,4.11,1
21320,4.12,1
21325,4.08,1
21330,4.09,1
21335,4.08,1
21340,4.06,1
21345,4.06,1
21350,4.1,1
21355,4.05,1
21360,4.05,1
21365,4.05,1
21370,4.05,1
21375,4.04,1
21380,4.04,1
21385,4.06,1
21390,4.03,1
21395,4.03,1
21400,4.03,1
21405,4.02,1
21410,4,1
21415,4.04,1
21420,4,1
21425,3.98,1
21430,3.98,1
21435,3.98,1
21440,4,1
21445,3.99,1
21450,3.98,1
21455,3.97,1
21460,3.99,1
21465,4,1
21470,3.96,1
21475,3.94,1
21480,3.94,1
21485,3.95,1
21490,3.95,1
21495,3.95,1
21500,3.94,1
21505,3.92,1
21510,3.93,1
21515,3.92,1
21520,3.93,1
21525,3.88,1
21530,3.92,1
21535,3.9,1
21540,3.9,1
21545,3.89,1
21550,3.88,1
21555,3.88,1
21560,3.92,1
21565,3.87,1
21570,3.89,1
21575,3.86,1
21580,3.88,1
21585,3.86,1
21590,3.85,1
21595,3.85,1
21600,3.87,1
21605,3.83,1
21610,3.81,1
21615,3.81,1
21620,3.8,1
21625,3.81,1
21630,3.82,1
21635,3.8,1
21640,3.79,1
21645,3.8,1
21650,3.78,1
21655,3.77,1
21660,3.79,1
21665,3.76,1
21670,3.78,1
21675,3.77,1
21680,3.77,1
21685,3.77,1
21690,3.78,1
21695,3.76,1
21700,3.78,1
21705,3.76,1
21710,3.74,1
21715,3.71,1
21720,3.69,1
21725,3.69,1
21730,3.69,1
21735,3.7,1
21740,3.66,1
21745,3.69,1
21750,3.67,1
21755,3.66,1
21760,3.68,1
21765,3.69,1
21770,3.66,1
21775,3.68,1
21780,3.68,1
21785,3.68,1
21790,3.66,1
21795,3.66,1
21800,3.67,1
21805,3.67,1
21810,3.65,1
21815,3.63,1
21820,3.65,1
21825,3.65,1
21830,3.66,1
21835,3.65,1
21840,3.63,1
21845,3.63,1
21850,3.64,1
21855,3.63,1
21860,3.63,1
21865,3.63,1
21870,3.64,1
21875,3.61,1
21880,3.63,1
21885,3.62,1
21890,3.62,1
21895,3.63,1
21900,3.61,1
21905,3.61,1
21910,3.59,1
21915,3.57,1
21920,3.6,1
21925,3.54,1
21930,3.56,1
21935,3.53,1
21940,3.52,1
21945,3.53,1
21950,3.53,1
21955,3.51,1
21960,3.53,1
21965,3.49,1
21970,3.51,1
21975,3.52,1
21980,3.52,1
21985,3.47,1
21990,3.5,1
21995,3.51,1
22000,3.5,1
22005,3.54,1
22010,3.51,1
22015,3.52,1
22020,3.53,1
22025,3.52,1
22030,3.5,1
22035,3.52,1
22040,3.55,1
22045,3.48,1
22050,3.47,1
22055,3.47,1
22060,3.5,1
22065,3.51,1
22070,3.5,1
22075,3.48,1
22080,3.47,1
22085,3.46,1
22090,3.47,1
22095,3.47,1
22100,3.49,1
22105,3.49,1
22110,3.48,1
22115,3.45,1
22120,3.48,1
22125,3.46,1
22130,3.49,1
22135,3.47,1
22140,3.47,1
22145,3.41,1
22150,3.42,1
22155,3.41,1
22160,3.4,1
22165,3.43,1
22170,3.42,1
22175,3.45,1
22180,3.43,1
22185,3.42,1
22190,3.4,1
22195,3.39,1
22200,3.4,1
22205,3.42,1
22210,3.43,1
22215,3.41,1
22220,3.4,1
22225,3.43,1
22230,3.42,1
22235,3.37,1
22240,3.37,1
22245,3.36,1
22250,3.36,1
22255,3.37,1
22260,3.35,1
22265,3.36,1
22270,3.34,1
22275,3.34,1
22280,3.33,1
22285,3.36,1
22290,3.34,1
22295,3.31,1
22300,3.33,1
22305,3.33,1
22310,3.34,1
22315,3.34,1
22320,3.31,1
22325,3.32,1
22330,3.33,1
22335,3.29,1
22340,3.32,1
22345,3.31,1
22350,3.32,1
22355,3.33,1
22360,3.33,1
22365,3.32,1
22370,3.36,1
22375,3.3,1
22380,3.28,1
22385,3.28,1
22390,3.29,1
22395,3.29,1
22400,3.27,1
22405,3.27,1
22410,3.26,1
22415,3.29,1
22420,3.27,1
22425,3.26,1
22430,3.27,1
22435,3.26,1
22440,3.26,1
22445,3.28,1
22450,3.26,1
22455,3.28,1
22460,3.26,1
22465,3.27,1
22470,3.24,1
22475,3.25,1
22480,3.26,1
22485,3.25,1
22490,3.28,1
22495,3.28,1
22500,3.24,1
22505,3.27,1
22510,3.21,1
22515,3.2,1
22520,3.19,1
22525,3.2,1
22530,3.18,1
22535,3.2,1
22540,3.17,1
22545,3.17,1
22550,3.15,1
22555,3.15,1
22560,3.17,1
22565,3.14,1
22570,3.14,1
22575,3.14,1
22580,3.12,1
22585,3.15,1
22590,3.15,1
22595,3.14,1
22600,3.13,1
22605,3.13,1
22610,3.13,1
22615,3.11,1
22620,3.14,1
22625,3.11,1
22630,3.1,1
22635,3.11,1
22640,3.1,1
22645,3.08,1
22650,3.1,1
22655,3.1,1
22660,3.07,1
22665,3.08,1
22670,3.1,1
22675,3.09,1
22680,3.11,1
22685,3.05,1
22690,3.06,1
22695,3.04,1
22700,3.05,1
22705,3.07,1
22710,3.05,1
22715,3.06,1
22720,3.07,1
22725,3.04,1
22730,3.05,1
22735,3.03,1
22740,3.08,1
22745,3.02,1
22750,3.02,1
22755,3.02,1
22760,3.03,1
22765,3.01,1
22770,3.04,1
22775,3.01,1
22780,3.02,1
22785,3,1
22790,2.99,1
22795,3.01,1
22800,3.01,1
22805,2.99,1
22810,3,1
22815,2.98,1
22820,2.98,1
22825,2.97,1
22830,3,1
22835,3,1
22840,3.01,1
22845,2.99,1
22850,2.98,1
22855,2.99,1
22860,2.98,1
22865,3.02,1
22870,3.02,1
22875,3.02,1
22880,3.04,1
22885,3.04,1
22890,3.02,1
22895,2.99,1
22900,3.02,1
22905,3,1
22910,3.01,1
22915,2.98,1
22920,2.99,1
22925,2.99,1
22930,3,1
22935,2.99,1
22940,3.01,1
22945,2.99,1
22950,2.99,1
22955,3.03,1
22960,3.01,1
22965,2.99,1
22970,3.03,1
22975,2.99,1
22980,2.99,1
22985,2.99,1
22990,2.97,1
22995,2.96,1
23000,2.98,1
23005,2.97,1
23010,2.97,1
23015,2.97,1
23020,2.95,1
23025,2.99,1
23030,2.98,1
23035,3,1
23040,2.97,1
23045,2.99,1
23050,2.98,1
23055,2.99,1
23060,2.97,1
23065,2.98,1
23070,2.96,1
23075,2.95,1
23080,2.95,1
23085,2.95,1
23090,2.93,1
23095,2.92,1
23100,2.93,1
23105,2.91,1
23110,2.92,1
23115,2.91,1
23120,2.89,1
23125,2.9,1
23130,2.91,1
23135,2.9,1
23140,2.86,1
23145,2.87,1
23150,2.86,1
23155,2.85,1
23160,2.88,1
23165,2.88,1
23170,2.86,1
23175,2.88,1
23180,2.88,1
23185,2.88,1
23190,2.86,1
23195,2.88,1
23200,2.86,1
23205,2.85,1
23210,2.87,1
23215,2.85,1
23220,2.84,1
23225,2.83,1
23230,2.85,1
23235,2.86,1
23240,2.85,1
23245,2.85,1
23250,2.85,1
23255,2.84,1
23260,2.83,1
23265,2.83,1
23270,2.86,1
23275,2.84,1
23280,2.83,1
23285,2.85,1
23290,2.83,1
23295,2.84,1
23300,2.83,1
23305,2.81,1
23310,2.8,1
23315,2.77,1
23320,2.75,1
