Seconds,Battery Voltage (V),ON/OFF
Switchoff Voltage = 980mV
7790,5.55,1
7795,5.56,1
7800,5.55,1
7805,5.56,1
7810,5.57,1
7815,5.57,1
7820,5.54,1
7825,5.57,1
7830,5.55,1
7835,5.55,1
7840,5.55,1
7845,5.54,1
7850,5.55,1
7855,5.55,1
7860,5.56,1
7865,5.55,1
7870,5.54,1
7875,5.54,1
7880,5.56,1
7885,5.55,1
7890,5.55,1
7895,5.56,1
7900,5.55,1
7905,5.56,1
7910,5.55,1
7915,5.57,1
7920,5.55,1
7925,5.56,1
7930,5.55,1
7935,5.53,1
7940,5.58,1
7945,5.55,1
7950,5.57,1
7955,5.56,1
7960,5.55,1
7965,5.56,1
7970,5.54,1
7975,5.55,1
7980,5.55,1
7985,5.53,1
7990,5.54,1
7995,5.55,1
8000,5.55,1
8005,5.54,1
8010,5.55,1
8015,5.56,1
8020,5.56,1
8025,5.57,1
8030,5.55,1
8035,5.55,1
8040,5.55,1
8045,5.55,1
8050,5.55,1
8055,5.55,1
8060,5.55,1
8065,5.53,1
8070,5.54,1
8075,5.56,1
8080,5.54,1
8085,5.55,1
8090,5.55,1
8095,5.57,1
8100,5.56,1
8105,5.55,1
8110,5.55,1
8115,5.55,1
8120,5.53,1
8125,5.54,1
8130,5.53,1
8135,5.55,1
8140,5.55,1
8145,5.53,1
8150,5.55,1
8155,5.51,1
8160,5.54,1
8165,5.52,1
8170,5.54,1
8175,5.56,1
8180,5.54,1
8185,5.54,1
8190,5.55,1
8195,5.57,1
8200,5.55,1
8205,5.54,1
8210,5.56,1
8215,5.52,1
8220,5.55,1
8225,5.53,1
8230,5.55,1
8235,5.55,1
8240,5.52,1
8245,5.53,1
8250,5.52,1
8255,5.53,1
8260,5.55,1
8265,5.53,1
8270,5.53,1
8275,5.56,1
8280,5.53,1
8285,5.53,1
8290,5.53,1
8295,5.52,1
8300,5.54,1
8305,5.53,1
8310,5.54,1
8315,5.53,1
8320,5.56,1
8325,5.54,1
8330,5.55,1
8335,5.56,1
8340,5.52,1
8345,5.55,1
8350,5.54,1
8355,5.53,1
8360,5.54,1
8365,5.53,1
8370,5.51,1
8375,5.52,1
8380,5.52,1
8385,5.52,1
8390,5.54,1
8395,5.54,1
8400,5.54,1
8405,5.52,1
8410,5.54,1
8415,5.55,1
8420,5.52,1
8425,5.54,1
8430,5.53,1
8435,5.54,1
8440,5.53,1
8445,5.55,1
8450,5.53,1
8455,5.55,1
8460,5.53,1
8465,5.53,1
8470,5.52,1
8475,5.53,1
8480,5.54,1
8485,5.52,1
8490,5.52,1
8495,5.52,1
8500,5.53,1
8505,5.52,1
8510,5.52,1
8515,5.54,1
8520,5.54,1
8525,5.52,1
8530,5.52,1
8535,5.5,1
8540,5.53,1
8545,5.51,1
8550,5.53,1
8555,5.54,1
8560,5.52,1
8565,5.52,1
8570,5.52,1
8575,5.5,1
8580,5.53,1
8585,5.51,1
8590,5.54,1
8595,5.54,1
8600,5.51,1
8605,5.52,1
8610,5.53,1
8615,5.52,1
8620,5.53,1
8625,5.53,1
8630,5.53,1
8635,5.52,1
8640,5.53,1
8645,5.52,1
8650,5.52,1
8655,5.51,1
8660,5.53,1
8665,5.53,1
8670,5.51,1
8675,5.52,1
8680,5.53,1
8685,5.52,1
8690,5.54,1
8695,5.52,1
8700,5.52,1
8705,5.52,1
8710,5.51,1
8715,5.52,1
8720,5.55,1
8725,5.53,1
8730,5.54,1
8735,5.52,1
8740,5.51,1
8745,5.54,1
8750,5.53,1
8755,5.53,1
8760,5.53,1
8765,5.52,1
8770,5.51,1
8775,5.52,1
8780,5.5,1
8785,5.52,1
8790,5.51,1
8795,5.51,1
8800,5.52,1
8805,5.52,1
8810,5.52,1
8815,5.54,1
8820,5.54,1
8825,5.52,1
8830,5.53,1
8835,5.53,1
8840,5.5,1
8845,5.55,1
8850,5.54,1
8855,5.52,1
8860,5.52,1
8865,5.51,1
8870,5.5,1
8875,5.52,1
8880,5.51,1
8885,5.51,1
8890,5.52,1
8895,5.51,1
8900,5.52,1
8905,5.52,1
8910,5.52,1
8915,5.53,1
8920,5.51,1
8925,5.52,1
8930,5.52,1
8935,5.52,1
8940,5.52,1
8945,5.52,1
8950,5.52,1
8955,5.53,1
8960,5.51,1
8965,5.51,1
8970,5.52,1
8975,5.51,1
8980,5.52,1
8985,5.53,1
8990,5.5,1
8995,5.52,1
9000,5.52,1
9005,5.52,1
9010,5.51,1
9015,5.52,1
9020,5.52,1
9025,5.53,1
9030,5.52,1
9035,5.51,1
9040,5.52,1
9045,5.53,1
9050,5.52,1
9055,5.52,1
9060,5.52,1
9065,5.52,1
9070,5.52,1
9075,5.51,1
9080,5.52,1
9085,5.52,1
9090,5.52,1
9095,5.53,1
9100,5.53,1
9105,5.52,1
9110,5.49,1
9115,5.51,1
9120,5.51,1
9125,5.53,1
9130,5.51,1
9135,5.53,1
9140,5.51,1
9145,5.52,1
9150,5.51,1
9155,5.52,1
9160,5.52,1
9165,5.51,1
9170,5.52,1
9175,5.51,1
9180,5.51,1
9185,5.51,1
9190,5.51,1
9195,5.52,1
9200,5.51,1
9205,5.52,1
9210,5.53,1
9215,5.51,1
9220,5.51,1
9225,5.49,1
9230,5.51,1
9235,5.53,1
9240,5.51,1
9245,5.52,1
9250,5.49,1
9255,5.52,1
9260,5.52,1
9265,5.52,1
9270,5.51,1
9275,5.51,1
9280,5.52,1
9285,5.51,1
9290,5.51,1
9295,5.53,1
9300,5.53,1
9305,5.51,1
9310,5.52,1
9315,5.51,1
9320,5.49,1
9325,5.53,1
9330,5.52,1
9335,5.51,1
9340,5.51,1
9345,5.52,1
9350,5.5,1
9355,5.51,1
9360,5.5,1
9365,5.51,1
9370,5.51,1
9375,5.5,1
9380,5.52,1
9385,5.52,1
9390,5.51,1
9395,5.5,1
9400,5.51,1
9405,5.5,1
9410,5.51,1
9415,5.51,1
9420,5.51,1
9425,5.52,1
9430,5.51,1
9435,5.5,1
9440,5.51,1
9445,5.51,1
9450,5.51,1
9455,5.51,1
9460,5.51,1
9465,5.51,1
9470,5.52,1
9475,5.52,1
9480,5.51,1
9485,5.52,1
9490,5.51,1
9495,5.51,1
9500,5.51,1
9505,5.51,1
9510,5.52,1
9515,5.5,1
9520,5.51,1
9525,5.5,1
9530,5.51,1
9535,5.51,1
9540,5.51,1
9545,5.5,1
9550,5.48,1
9555,5.5,1
9560,5.48,1
9565,5.5,1
9570,5.52,1
9575,5.53,1
9580,5.51,1
9585,5.51,1
9590,5.51,1
9595,5.51,1
9600,5.5,1
9605,5.48,1
9610,5.52,1
9615,5.52,1
9620,5.49,1
9625,5.51,1
9630,5.48,1
9635,5.51,1
9640,5.51,1
9645,5.5,1
9650,5.51,1
9655,5.49,1
9660,5.5,1
9665,5.49,1
9670,5.51,1
9675,5.49,1
9680,5.49,1
9685,5.52,1
9690,5.51,1
9695,5.49,1
9700,5.51,1
9705,5.49,1
9710,5.52,1
9715,5.52,1
9720,5.49,1
9725,5.49,1
9730,5.49,1
9735,5.51,1
9740,5.49,1
9745,5.49,1
9750,5.51,1
9755,5.49,1
9760,5.51,1
9765,5.49,1
9770,5.49,1
9775,5.5,1
9780,5.49,1
9785,5.49,1
9790,5.49,1
9795,5.52,1
9800,5.49,1
9805,5.51,1
9810,5.5,1
9815,5.5,1
9820,5.48,1
9825,5.5,1
9830,5.5,1
9835,5.49,1
9840,5.49,1
9845,5.51,1
9850,5.49,1
9855,5.5,1
9860,5.49,1
9865,5.48,1
9870,5.5,1
9875,5.49,1
9880,5.51,1
9885,5.48,1
9890,5.49,1
9895,5.49,1
9900,5.49,1
9905,5.5,1
9910,5.5,1
9915,5.48,1
9920,5.48,1
9925,5.48,1
9930,5.5,1
9935,5.49,1
9940,5.52,1
9945,5.48,1
9950,5.48,1
9955,5.48,1
9960,5.5,1
9965,5.48,1
9970,5.49,1
9975,5.5,1
9980,5.48,1
9985,5.48,1
9990,5.49,1
9995,5.5,1
10000,5.49,1
10005,5.5,1
10010,5.48,1
10015,5.5,1
10020,5.49,1
10025,5.48,1
10030,5.51,1
10035,5.48,1
10040,5.48,1
10045,5.48,1
10050,5.49,1
10055,5.49,1
10060,5.49,1
10065,5.48,1
10070,5.47,1
10075,5.48,1
10080,5.5,1
10085,5.49,1
10090,5.49,1
10095,5.48,1
10100,5.49,1
10105,5.49,1
10110,5.48,1
10115,5.48,1
10120,5.47,1
10125,5.5,1
10130,5.5,1
10135,5.51,1
10140,5.49,1
10145,5.47,1
10150,5.49,1
10155,5.48,1
10160,5.48,1
10165,5.48,1
10170,5.49,1
10175,5.49,1
10180,5.48,1
10185,5.48,1
10190,5.5,1
10195,5.48,1
10200,5.48,1
10205,5.47,1
10210,5.48,1
10215,5.5,1
10220,5.49,1
10225,5.47,1
10230,5.48,1
10235,5.5,1
10240,5.48,1
10245,5.47,1
10250,5.49,1
10255,5.47,1
10260,5.48,1
10265,5.5,1
10270,5.47,1
10275,5.49,1
10280,5.49,1
10285,5.49,1
10290,5.49,1
10295,5.49,1
10300,5.49,1
10305,5.45,1
10310,5.48,1
10315,5.47,1
10320,5.48,1
10325,5.49,1
10330,5.49,1
10335,5.48,1
10340,5.49,1
10345,5.49,1
10350,5.47,1
10355,5.48,1
10360,5.48,1
10365,5.48,1
10370,5.47,1
10375,5.48,1
10380,5.48,1
10385,5.49,1
10390,5.49,1
10395,5.48,1
10400,5.48,1
10405,5.48,1
10410,5.47,1
10415,5.47,1
10420,5.48,1
10425,5.47,1
10430,5.48,1
10435,5.47,1
10440,5.48,1
10445,5.48,1
10450,5.45,1
10455,5.48,1
10460,5.48,1
10465,5.47,1
10470,5.49,1
10475,5.47,1
10480,5.48,1
10485,5.51,1
10490,5.47,1
10495,5.48,1
10500,5.48,1
10505,5.45,1
10510,5.46,1
10515,5.48,1
10520,5.47,1
10525,5.47,1
10530,5.46,1
10535,5.48,1
10540,5.48,1
10545,5.47,1
10550,5.5,1
10555,5.47,1
10560,5.47,1
10565,5.48,1
10570,5.49,1
10575,5.47,1
10580,5.45,1
10585,5.48,1
10590,5.48,1
10595,5.49,1
10600,5.47,1
10605,5.45,1
10610,5.46,1
10615,5.48,1
10620,5.48,1
10625,5.46,1
10630,5.46,1
10635,5.48,1
10640,5.48,1
10645,5.48,1
10650,5.47,1
10655,5.46,1
10660,5.48,1
10665,5.48,1
10670,5.48,1
10675,5.47,1
10680,5.48,1
10685,5.48,1
10690,5.46,1
10695,5.47,1
10700,5.48,1
10705,5.48,1
10710,5.48,1
10715,5.49,1
10720,5.47,1
10725,5.47,1
10730,5.47,1
10735,5.47,1
10740,5.47,1
10745,5.47,1
10750,5.47,1
10755,5.47,1
10760,5.47,1
10765,5.46,1
10770,5.48,1
10775,5.47,1
10780,5.47,1
10785,5.45,1
10790,5.47,1
10795,5.47,1
10800,5.47,1
10805,5.48,1
10810,5.48,1
10815,5.48,1
10820,5.46,1
10825,5.46,1
10830,5.47,1
10835,5.47,1
10840,5.47,1
10845,5.48,1
10850,5.47,1
10855,5.45,1
10860,5.47,1
10865,5.46,1
10870,5.45,1
10875,5.47,1
10880,5.46,1
10885,5.47,1
10890,5.46,1
10895,5.45,1
10900,5.46,1
10905,5.47,1
10910,5.47,1
10915,5.44,1
10920,5.46,1
10925,5.46,1
10930,5.47,1
10935,5.46,1
10940,5.47,1
10945,5.45,1
10950,5.47,1
10955,5.47,1
10960,5.46,1
10965,5.47,1
10970,5.45,1
10975,5.45,1
10980,5.46,1
10985,5.47,1
10990,5.47,1
10995,5.44,1
11000,5.47,1
11005,5.45,1
11010,5.45,1
11015,5.47,1
11020,5.45,1
11025,5.45,1
11030,5.45,1
11035,5.45,1
11040,5.46,1
11045,5.46,1
11050,5.46,1
11055,5.44,1
11060,5.45,1
11065,5.44,1
11070,5.44,1
11075,5.44,1
11080,5.46,1
11085,5.48,1
11090,5.45,1
11095,5.47,1
11100,5.47,1
11105,5.45,1
11110,5.44,1
11115,5.46,1
11120,5.47,1
11125,5.46,1
11130,5.46,1
11135,5.46,1
11140,5.46,1
11145,5.45,1
11150,5.46,1
11155,5.45,1
11160,5.45,1
11165,5.46,1
11170,5.45,1
11175,5.45,1
11180,5.45,1
11185,5.45,1
11190,5.45,1
11195,5.44,1
11200,5.48,1
11205,5.45,1
11210,5.44,1
11215,5.45,1
11220,5.43,1
11225,5.45,1
11230,5.45,1
11235,5.44,1
11240,5.45,1
11245,5.45,1
11250,5.46,1
11255,5.45,1
11260,5.46,1
11265,5.42,1
11270,5.44,1
11275,5.46,1
11280,5.44,1
11285,5.45,1
11290,5.44,1
11295,5.44,1
11300,5.46,1
11305,5.45,1
11310,5.45,1
11315,5.45,1
11320,5.43,1
11325,5.44,1
11330,5.46,1
11335,5.47,1
11340,5.45,1
11345,5.44,1
11350,5.44,1
11355,5.44,1
11360,5.46,1
11365,5.45,1
11370,5.45,1
11375,5.44,1
11380,5.45,1
11385,5.45,1
11390,5.46,1
11395,5.47,1
11400,5.42,1
11405,5.45,1
11410,5.46,1
11415,5.43,1
11420,5.45,1
11425,5.46,1
11430,5.45,1
11435,5.45,1
11440,5.45,1
11445,5.43,1
11450,5.44,1
11455,5.44,1
11460,5.45,1
11465,5.45,1
11470,5.44,1
11475,5.45,1
11480,5.43,1
11485,5.44,1
11490,5.43,1
11495,5.45,1
11500,5.44,1
11505,5.44,1
11510,5.43,1
11515,5.46,1
11520,5.44,1
11525,5.45,1
11530,5.47,1
11535,5.43,1
11540,5.44,1
11545,5.47,1
11550,5.43,1
11555,5.45,1
11560,5.46,1
11565,5.45,1
11570,5.45,1
11575,5.44,1
11580,5.43,1
11585,5.45,1
11590,5.44,1
11595,5.42,1
11600,5.44,1
11605,5.45,1
11610,5.46,1
11615,5.44,1
11620,5.42,1
11625,5.44,1
11630,5.43,1
11635,5.44,1
11640,5.45,1
11645,5.47,1
11650,5.42,1
11655,5.44,1
11660,5.44,1
11665,5.45,1
11670,5.46,1
11675,5.44,1
11680,5.43,1
11685,5.44,1
11690,5.44,1
11695,5.47,1
11700,5.42,1
11705,5.45,1
11710,5.42,1
11715,5.44,1
11720,5.45,1
11725,5.44,1
11730,5.44,1
11735,5.45,1
11740,5.44,1
11745,5.42,1
11750,5.43,1
11755,5.44,1
11760,5.42,1
11765,5.42,1
11770,5.43,1
11775,5.43,1
11780,5.43,1
11785,5.42,1
11790,5.44,1
11795,5.44,1
11800,5.44,1
11805,5.46,1
11810,5.44,1
11815,5.44,1
11820,5.44,1
11825,5.45,1
11830,5.43,1
11835,5.42,1
11840,5.44,1
11845,5.43,1
11850,5.44,1
11855,5.44,1
11860,5.42,1
11865,5.45,1
11870,5.45,1
11875,5.43,1
11880,5.43,1
11885,5.42,1
11890,5.46,1
11895,5.45,1
11900,5.43,1
11905,5.42,1
11910,5.44,1
11915,5.42,1
11920,5.44,1
11925,5.44,1
11930,5.43,1
11935,5.43,1
11940,5.43,1
11945,5.43,1
11950,5.44,1
11955,5.44,1
11960,5.42,1
11965,5.42,1
11970,5.42,1
11975,5.44,1
11980,5.44,1
11985,5.45,1
11990,5.41,1
11995,5.42,1
12000,5.44,1
12005,5.42,1
12010,5.42,1
12015,5.44,1
12020,5.45,1
12025,5.44,1
12030,5.45,1
12035,5.43,1
12040,5.42,1
12045,5.42,1
12050,5.42,1
12055,5.43,1
12060,5.44,1
12065,5.43,1
12070,5.41,1
12075,5.45,1
12080,5.42,1
12085,5.41,1
12090,5.43,1
12095,5.44,1
12100,5.44,1
12105,5.44,1
12110,5.41,1
12115,5.42,1
12120,5.44,1
12125,5.43,1
12130,5.44,1
12135,5.43,1
12140,5.43,1
12145,5.4,1
12150,5.42,1
12155,5.43,1
12160,5.42,1
12165,5.43,1
12170,5.42,1
12175,5.44,1
12180,5.41,1
12185,5.4,1
12190,5.42,1
12195,5.42,1
12200,5.42,1
12205,5.43,1
12210,5.43,1
12215,5.44,1
12220,5.44,1
12225,5.42,1
12230,5.42,1
12235,5.42,1
12240,5.43,1
12245,5.4,1
12250,5.44,1
12255,5.43,1
12260,5.44,1
12265,5.41,1
12270,5.44,1
12275,5.41,1
12280,5.43,1
12285,5.4,1
12290,5.42,1
12295,5.42,1
12300,5.42,1
12305,5.41,1
12310,5.42,1
12315,5.41,1
12320,5.41,1
12325,5.41,1
12330,5.41,1
12335,5.41,1
12340,5.42,1
12345,5.43,1
12350,5.42,1
12355,5.42,1
12360,5.42,1
12365,5.41,1
12370,5.44,1
12375,5.4,1
12380,5.42,1
12385,5.42,1
12390,5.42,1
12395,5.42,1
12400,5.41,1
12405,5.44,1
12410,5.41,1
12415,5.41,1
12420,5.42,1
12425,5.41,1
12430,5.4,1
12435,5.4,1
12440,5.41,1
12445,5.42,1
12450,5.42,1
12455,5.41,1
12460,5.42,1
12465,5.41,1
12470,5.4,1
12475,5.41,1
12480,5.41,1
12485,5.42,1
12490,5.41,1
12495,5.41,1
12500,5.42,1
12505,5.41,1
12510,5.41,1
12515,5.41,1
12520,5.41,1
12525,5.41,1
12530,5.4,1
12535,5.42,1
12540,5.41,1
12545,5.41,1
12550,5.41,1
12555,5.42,1
12560,5.4,1
12565,5.41,1
12570,5.42,1
12575,5.4,1
12580,5.44,1
12585,5.41,1
12590,5.41,1
12595,5.4,1
12600,5.41,1
12605,5.4,1
12610,5.41,1
12615,5.39,1
12620,5.4,1
12625,5.42,1
12630,5.43,1
12635,5.42,1
12640,5.41,1
12645,5.4,1
12650,5.41,1
12655,5.4,1
12660,5.41,1
12665,5.41,1
12670,5.4,1
12675,5.42,1
12680,5.42,1
12685,5.39,1
12690,5.42,1
12695,5.38,1
12700,5.43,1
12705,5.39,1
12710,5.41,1
12715,5.39,1
12720,5.41,1
12725,5.4,1
12730,5.41,1
12735,5.4,1
12740,5.41,1
12745,5.41,1
12750,5.41,1
12755,5.41,1
12760,5.39,1
12765,5.4,1
12770,5.4,1
12775,5.4,1
12780,5.39,1
12785,5.4,1
12790,5.41,1
12795,5.38,1
12800,5.41,1
12805,5.41,1
12810,5.41,1
12815,5.41,1
12820,5.39,1
12825,5.39,1
12830,5.41,1
12835,5.4,1
12840,5.41,1
12845,5.39,1
12850,5.38,1
12855,5.43,1
12860,5.39,1
12865,5.39,1
12870,5.4,1
12875,5.42,1
12880,5.42,1
12885,5.4,1
12890,5.41,1
12895,5.4,1
12900,5.4,1
12905,5.4,1
12910,5.37,1
12915,5.4,1
12920,5.39,1
12925,5.38,1
12930,5.39,1
12935,5.39,1
12940,5.39,1
12945,5.39,1
12950,5.39,1
12955,5.4,1
12960,5.39,1
12965,5.39,1
12970,5.41,1
12975,5.4,1
12980,5.39,1
12985,5.39,1
12990,5.41,1
12995,5.39,1
13000,5.4,1
13005,5.38,1
13010,5.4,1
13015,5.4,1
13020,5.41,1
13025,5.41,1
13030,5.39,1
13035,5.41,1
13040,5.4,1
13045,5.39,1
13050,5.38,1
13055,5.39,1
13060,5.39,1
13065,5.39,1
13070,5.41,1
13075,5.4,1
13080,5.39,1
13085,5.38,1
13090,5.38,1
13095,5.37,1
13100,5.39,1
13105,5.39,1
13110,5.39,1
13115,5.39,1
13120,5.39,1
13125,5.4,1
13130,5.39,1
13135,5.39,1
13140,5.39,1
13145,5.41,1
13150,5.39,1
13155,5.38,1
13160,5.39,1
13165,5.36,1
13170,5.38,1
13175,5.38,1
13180,5.41,1
13185,5.39,1
13190,5.4,1
13195,5.39,1
13200,5.39,1
13205,5.38,1
13210,5.39,1
13215,5.4,1
13220,5.38,1
13225,5.36,1
13230,5.4,1
13235,5.39,1
13240,5.37,1
13245,5.4,1
13250,5.38,1
13255,5.39,1
13260,5.4,1
13265,5.37,1
13270,5.38,1
13275,5.38,1
13280,5.37,1
13285,5.37,1
13290,5.36,1
13295,5.38,1
13300,5.41,1
13305,5.4,1
13310,5.38,1
13315,5.39,1
13320,5.38,1
13325,5.39,1
13330,5.4,1
13335,5.38,1
13340,5.37,1
13345,5.39,1
13350,5.39,1
13355,5.39,1
13360,5.37,1
13365,5.39,1
13370,5.37,1
13375,5.39,1
13380,5.38,1
13385,5.38,1
13390,5.39,1
13395,5.37,1
13400,5.36,1
13405,5.38,1
13410,5.38,1
13415,5.39,1
13420,5.38,1
13425,5.37,1
13430,5.38,1
13435,5.38,1
13440,5.4,1
13445,5.38,1
13450,5.39,1
13455,5.37,1
13460,5.39,1
13465,5.39,1
13470,5.36,1
13475,5.37,1
13480,5.36,1
13485,5.36,1
13490,5.39,1
13495,5.39,1
13500,5.39,1
13505,5.39,1
13510,5.38,1
13515,5.36,1
13520,5.38,1
13525,5.39,1
13530,5.39,1
13535,5.38,1
13540,5.37,1
13545,5.38,1
13550,5.36,1
13555,5.35,1
13560,5.36,1
13565,5.38,1
13570,5.35,1
13575,5.39,1
13580,5.38,1
13585,5.37,1
13590,5.37,1
13595,5.38,1
13600,5.36,1
13605,5.38,1
13610,5.37,1
13615,5.37,1
13620,5.39,1
13625,5.39,1
13630,5.38,1
13635,5.39,1
13640,5.38,1
13645,5.37,1
13650,5.36,1
13655,5.39,1
13660,5.39,1
13665,5.38,1
13670,5.37,1
13675,5.36,1
13680,5.35,1
13685,5.38,1
13690,5.37,1
13695,5.36,1
13700,5.38,1
13705,5.38,1
13710,5.37,1
13715,5.36,1
13720,5.37,1
13725,5.38,1
13730,5.36,1
13735,5.38,1
13740,5.39,1
13745,5.35,1
13750,5.36,1
13755,5.37,1
13760,5.36,1
13765,5.37,1
13770,5.36,1
13775,5.36,1
13780,5.37,1
13785,5.37,1
13790,5.36,1
13795,5.39,1
13800,5.38,1
13805,5.38,1
13810,5.37,1
13815,5.38,1
13820,5.37,1
13825,5.36,1
13830,5.38,1
13835,5.36,1
13840,5.36,1
13845,5.36,1
13850,5.34,1
13855,5.35,1
13860,5.38,1
13865,5.36,1
13870,5.37,1
13875,5.36,1
13880,5.38,1
13885,5.36,1
13890,5.38,1
13895,5.38,1
13900,5.37,1
13905,5.35,1
13910,5.36,1
13915,5.37,1
13920,5.38,1
13925,5.36,1
13930,5.38,1
13935,5.36,1
13940,5.36,1
13945,5.36,1
13950,5.35,1
13955,5.38,1
13960,5.36,1
13965,5.36,1
13970,5.36,1
13975,5.35,1
13980,5.36,1
13985,5.35,1
13990,5.34,1
13995,5.38,1
14000,5.39,1
14005,5.36,1
14010,5.36,1
14015,5.36,1
14020,5.36,1
14025,5.38,1
14030,5.36,1
14035,5.36,1
14040,5.36,1
14045,5.37,1
14050,5.35,1
14055,5.36,1
14060,5.39,1
14065,5.38,1
14070,5.35,1
14075,5.38,1
14080,5.33,1
14085,5.36,1
14090,5.36,1
14095,5.35,1
14100,5.36,1
14105,5.38,1
14110,5.36,1
14115,5.35,1
14120,5.36,1
14125,5.36,1
14130,5.33,1
14135,5.36,1
14140,5.35,1
14145,5.38,1
14150,5.35,1
14155,5.35,1
14160,5.35,1
14165,5.35,1
14170,5.35,1
14175,5.36,1
14180,5.36,1
14185,5.36,1
14190,5.36,1
14195,5.36,1
14200,5.35,1
14205,5.34,1
14210,5.37,1
14215,5.36,1
14220,5.35,1
14225,5.36,1
14230,5.36,1
14235,5.35,1
14240,5.34,1
14245,5.35,1
14250,5.35,1
14255,5.33,1
14260,5.36,1
14265,5.35,1
14270,5.36,1
14275,5.36,1
14280,5.35,1
14285,5.35,1
14290,5.35,1
14295,5.36,1
14300,5.36,1
14305,5.35,1
14310,5.35,1
14315,5.36,1
14320,5.36,1
14325,5.35,1
14330,5.35,1
14335,5.36,1
14340,5.37,1
14345,5.37,1
14350,5.35,1
14355,5.33,1
14360,5.34,1
14365,5.36,1
14370,5.35,1
14375,5.36,1
14380,5.36,1
14385,5.38,1
14390,5.36,1
14395,5.35,1
14400,5.33,1
14405,5.35,1
14410,5.34,1
14415,5.35,1
14420,5.34,1
14425,5.35,1
14430,5.34,1
14435,5.35,1
14440,5.35,1
14445,5.33,1
14450,5.36,1
14455,5.35,1
14460,5.35,1
14465,5.34,1
14470,5.33,1
14475,5.35,1
14480,5.32,1
14485,5.34,1
14490,5.34,1
14495,5.33,1
14500,5.34,1
14505,5.34,1
14510,5.33,1
14515,5.33,1
14520,5.33,1
14525,5.35,1
14530,5.32,1
14535,5.35,1
14540,5.33,1
14545,5.36,1
14550,5.31,1
14555,5.32,1
14560,5.34,1
14565,5.33,1
14570,5.34,1
14575,5.34,1
14580,5.35,1
14585,5.35,1
14590,5.33,1
14595,5.32,1
14600,5.33,1
14605,5.34,1
14610,5.33,1
14615,5.34,1
14620,5.33,1
14625,5.32,1
14630,5.36,1
14635,5.34,1
14640,5.32,1
14645,5.33,1
14650,5.32,1
14655,5.33,1
14660,5.36,1
14665,5.35,1
14670,5.35,1
14675,5.31,1
14680,5.33,1
14685,5.34,1
14690,5.33,1
14695,5.36,1
14700,5.33,1
14705,5.35,1
14710,5.33,1
14715,5.34,1
14720,5.33,1
14725,5.35,1
14730,5.33,1
14735,5.32,1
14740,5.35,1
14745,5.33,1
14750,5.33,1
14755,5.33,1
14760,5.32,1
14765,5.33,1
14770,5.32,1
14775,5.31,1
14780,5.32,1
14785,5.32,1
14790,5.33,1
14795,5.33,1
14800,5.32,1
14805,5.33,1
14810,5.33,1
14815,5.31,1
14820,5.32,1
14825,5.34,1
14830,5.34,1
14835,5.3,1
14840,5.33,1
14845,5.33,1
14850,5.33,1
14855,5.33,1
14860,5.33,1
14865,5.31,1
14870,5.32,1
14875,5.32,1
14880,5.32,1
14885,5.31,1
14890,5.3,1
14895,5.33,1
14900,5.31,1
14905,5.35,1
14910,5.32,1
14915,5.32,1
14920,5.33,1
14925,5.32,1
14930,5.31,1
14935,5.33,1
14940,5.33,1
14945,5.32,1
14950,5.32,1
14955,5.32,1
14960,5.31,1
14965,5.32,1
14970,5.33,1
14975,5.34,1
14980,5.32,1
14985,5.32,1
14990,5.33,1
14995,5.32,1
15000,5.34,1
15005,5.32,1
15010,5.32,1
15015,5.33,1
15020,5.33,1
15025,5.32,1
15030,5.32,1
15035,5.32,1
15040,5.32,1
15045,5.3,1
15050,5.33,1
15055,5.33,1
15060,5.31,1
15065,5.32,1
15070,5.32,1
15075,5.3,1
15080,5.32,1
15085,5.32,1
15090,5.34,1
15095,5.31,1
15100,5.32,1
15105,5.31,1
15110,5.33,1
15115,5.29,1
15120,5.31,1
15125,5.32,1
15130,5.31,1
15135,5.32,1
15140,5.34,1
15145,5.32,1
15150,5.31,1
15155,5.32,1
15160,5.31,1
15165,5.31,1
15170,5.31,1
15175,5.31,1
15180,5.32,1
15185,5.31,1
15190,5.31,1
15195,5.31,1
15200,5.3,1
15205,5.31,1
15210,5.32,1
15215,5.32,1
15220,5.33,1
15225,5.32,1
15230,5.3,1
15235,5.32,1
15240,5.3,1
15245,5.32,1
15250,5.31,1
15255,5.32,1
15260,5.3,1
15265,5.3,1
15270,5.31,1
15275,5.28,1
15280,5.31,1
15285,5.31,1
15290,5.31,1
15295,5.31,1
15300,5.31,1
15305,5.3,1
15310,5.31,1
15315,5.3,1
15320,5.3,1
15325,5.3,1
15330,5.29,1
15335,5.29,1
15340,5.29,1
15345,5.29,1
15350,5.32,1
15355,5.31,1
15360,5.3,1
15365,5.31,1
15370,5.29,1
15375,5.29,1
15380,5.29,1
15385,5.32,1
15390,5.32,1
15395,5.3,1
15400,5.3,1
15405,5.29,1
15410,5.3,1
15415,5.3,1
15420,5.29,1
15425,5.29,1
15430,5.3,1
15435,5.3,1
15440,5.28,1
15445,5.31,1
15450,5.3,1
15455,5.29,1
15460,5.33,1
15465,5.29,1
15470,5.28,1
15475,5.3,1
15480,5.3,1
15485,5.3,1
15490,5.32,1
15495,5.29,1
15500,5.27,1
15505,5.31,1
15510,5.29,1
15515,5.31,1
15520,5.31,1
15525,5.31,1
15530,5.3,1
15535,5.3,1
15540,5.3,1
